1396363171,14,15,33.95212,-83.37272
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363163,26,0,33.95317,-83.36496
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363171,14,15,33.95212,-83.37272
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363171,14,15,33.95212,-83.37272
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363171,14,15,33.95212,-83.37272
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363171,14,15,33.95212,-83.37272
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363166,25,11,33.93369,-83.30985
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363198,25,0,33.93425,-83.30997
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363198,25,0,33.93425,-83.30997
1396363171,12,36,33.92942,-83.3676
1396363175,12,21,33.95344,-83.37648
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363170,7,0,33.96208,-83.41418
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363198,25,0,33.93425,-83.30997
1396363171,12,36,33.92942,-83.3676
1396363200,12,12,33.95517,-83.37644
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363199,7,34,33.9617,-83.41707
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363198,25,0,33.93425,-83.30997
1396363171,12,36,33.92942,-83.3676
1396363200,12,12,33.95517,-83.37644
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363199,7,34,33.9617,-83.41707
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363198,25,0,33.93425,-83.30997
1396363171,12,36,33.92942,-83.3676
1396363200,12,12,33.95517,-83.37644
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363199,7,34,33.9617,-83.41707
1396363185,22,0,33.92374,-83.34748
1396363178,5,0,33.95969,-83.37054
1396363175,3,0,33.95985,-83.37059
1396363175,6,0,33.95978,-83.37012
1396363193,26,39,33.95386,-83.36632
1396363187,8,34,33.96365,-83.37137
1396363181,21,30,33.94047,-83.45358
1396363195,14,0,33.95205,-83.37299
1396363172,2,0,33.95939,-83.35928
1396363198,25,0,33.93425,-83.30997
1396363201,12,9,33.93048,-83.36487
1396363200,12,12,33.95517,-83.37644
1396363174,9,38,33.93249,-83.39203
1396363181,20,15,33.96073,-83.37084
1396363184,27,0,33.95827,-83.37289
1396363173,12,7,33.94288,-83.37728
1396363191,14,32,33.92957,-83.38051
1396363199,7,34,33.9617,-83.41707
1396363185,22,0,33.92374,-83.34748
